lead_underwriter,profile,en_name,stock_code,name,listing_date,establish_date,organization,instit_type,listing_price,scope,market
"中信证券股份有限公司,西南证券股份有限公司","    公司是经国家体改委和国家教委批准,由清华控股有限公司(原""北京清华大学企业集团"")作为主要发起人,以社会募集方式设立的股份有限公司。公司于1997年6月6日经中国证监会证监发[1997]316号文批准,首次发行人民币普通股110,700,000股,其中,发起人持有68,700,000股,占公司股份总数的62.06%,向境内社会公众发行42,000,000股,占公司股份总数的37.94%。公司于1997年6月25日在国家工商行政管理局登记注册(注册号1000001002679),设立时注册资本为人民币110,700,000元。公司首次发行的社会公众股于1997年6月27日在上海证券交易所挂牌交易。","Tsinghua Tongfang Co.,Ltd.",同方股份(600100),同方股份有限公司,1997-06-27,1997-06-25,国有相对控股企业,其它,8.28,许可经营项目:第一类增值电信业务中的互联网接入服务业务(北京1直辖市以及长春、南昌2城市)(增值电信业务经营许可证有效期至2022年03月03日);互联网信息服务业务不含新闻、出版、医疗保健、药品和医疗器械等内容;对外派遣实施与出口自产成套设备相关的境外工程所需的劳务人员;商用密码产品生产;商用密码产品销售;社会公共安全设备、交通工程设备、建筑智能化及市政工程机电设备、电力工程机电设备、节能;人工环境控制设备、通信电子产品、微电子集成电路、办公设备、仪器仪表、光机电一体化设备的生产;水景喷泉制造。一般经营项目:计算机及周边设备的生产、销售、技术服务和维修;社会公共安全设备、交通工程设备、建筑智能化及市政工程机电设备、电力工程机电设备、节能;人工环境控制设备、通信电子产品、微电子集成电路、办公设备的销售及工程安装;仪器仪表、光机电一体化设备的开发、销售;消防产品的销售;高科技项目的咨询、高新技术的转让与服务;物业管理;进出口业务;机电安装工程施工总承包;建筑智能化、城市及道路照明、电子工程专业承包;室内空气净化工程;计算机系统集成;建筑智能化系统集成(不含消防子系统)专项工程设计;水景喷泉设计、安装、调试;安防工程(设计、施工);有线电视共用天线设计安装;广告发布与代理;船只租赁;工程勘察设计;设计、销售照明器具;基础软件服务、应用软件服务;销售机械设备、五金、交电、家用电器、软件及辅助设备、广播电视设备、通讯设备、电子产品。,上海证券交易所
上海海通证券公司,"    本公司系由上海豫园商场股份有限公司吸收上海豫园旅游服务公司、南市区饮食公司等十五家经济实力较强的单位共同发起,于1992年5月13日经沪府财贸(92)第176号文批准,采用募集方式设立的股份有限公司,公司股票于1992年9月2日在上海证券交易所上市交易。","Shanghai Yuyuan Tourist Mart Co.,Ltd.",豫园股份(600655),上海豫园旅游商城股份有限公司,1992-09-02,1987-11-25,民营相对控股企业,其它,80.00,"金银饰品、铂金饰品、钻石饰品、珠宝玉器、工艺美术品、百货、五金交电、化工原料及产品(除专项规定)、金属材料、建筑装潢材料、家具的批发和零售,餐饮企业管理(不含食品生产经营),企业管理,投资与资产管理,社会经济咨询,大型活动组织服务,会展服务,房产开发、经营,自有房屋租赁,物业管理,电子商务(不得从事增值电信、金融业务),食堂(不含熟食卤味),烟,自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品及技术除外)、经营进料加工和“三来一补”业务、经营转口贸易和对销贸易,托运业务,生产金银饰品、铂金饰品、钻石饰品(限分支机构经营)。【企业经营涉及行政许可的,凭许可证件经营】",上海证券交易所
广发证券股份有限公司,"    公司前身交通院有限成立于2005年8月12日,是由事业单位改制而设立,2010年9月29日,交通院有限召开股东会,同意将交通院有限整体变更为股份公司。2011年1月26日,公司取得企业法人营业执照,整体变更为江苏省交通规划设计院股份有限公司。,
    2016年6月,公司名称由“江苏省交通规划设计院股份有限公司”变更为“中设设计集团股份有限公司”,英文名称由“Jiangsu Province Communications Planning And Design Institute Limited Company”变更为“China Design Group Co.,Ltd.”。","China Design Group Co.,ltd.",中设集团(603018),中设设计集团股份有限公司,2014-10-13,2005-08-12,民营企业,其它,32.26,"技术资料、图纸的复印,交通工程规划设计,工程管理服务,工程勘察设计、规划管理,工程和技术研究与试验发展,基础地质勘察,地质勘查技术服务,质检技术服务,测绘服务,建筑安装,建筑材料销售,信息系统集成及技术转让服务,软件开发,科技咨询及技术推广,物业管理,房屋租赁,自营和代理各类商品及技术的进出口业务,工程承包。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
西南证券股份有限公司,"    公司前身为“浙江诸暨金海三喜空调网业有限公司”,成立于1995年7月5日;2011年7月,公司更名为“浙江金海环境技术有限公司”。,
    2011年8月30日,有限公司整体变更设立“浙江金海环境技术股份有限公司”,并取得注册号为330600400013808的。","Zhejiang Goldensea Environment Technology Co.,Ltd.",金海环境(603311),浙江金海环境技术股份有限公司,2015-05-18,1995-07-05,民营企业,其它,5.39,"许可经营项目:无;一般经营项目:研究、开发、生产及销售环保过滤材料、过滤网及网板、过滤器、热交换器、加湿器、除湿器、空气清新机、塑料制品及组件、模具、电容器;从事货物及技术的进出口业务(依法须经批准的项目,经相关部门批准后方可开展经营活动。)",上海证券交易所
,"    公司是由中国南方航空(集团)公司(现更名为中国南方航空集团公司)经国家体改委体改生(1994)第139号文批准,于1995年325日独家发起设立的股份有限公司。",China Southern Airlines Company Limited,南方航空(600029),中国南方航空股份有限公司,2003-07-25,1995-03-25,国有企业,其它,,(1)提供国内、地区和国际定期及不定期航空客、货、邮、行李运输服务;(2)提供通用航空服务;(3)提供航空器维修服务;(4)经营国内外航空公司的代理业务;(5)提供航空配餐服务;(6)进行其他航空业务及相关业务(限保险兼业代理业务:人身意外伤害险);(7)航空地面延伸服务;(8)航空培训;(9)资产租赁;(10)工程管理与技术咨询;(11)航材销售;(12)旅游代理服务;(13)商品零售批发。,上海证券交易所
君安证券有限公司,"    公司系由原中国纺织物资总公司等五家公司于1996年12月共同发起设立,以其净资产折国家股5147万股及法人股2583万股,经1997年4月25日发行后,上市时总股本达11000万股,其职工股300万股将于公众股2700万股1997年5月19日在上交所交易期满半年后上市,96年度利润分配方案已经股东大会通过。,
    2015年7月公司名称由“中纺投资发展股份有限公司”变更为“国投安信股份有限公司”,英文名称由“Sinotex Investment&Development Co.,Ltd.”变更为“SDIC Essence(Holdings)Co.,Ltd.”。","SDIC Essence (Holdings) Co.,Ltd.",国投安信(600061),国投安信股份有限公司,1997-05-19,1997-05-13,国有企业,其它,6.20,"投资管理,企业管理,资产管理,商务信息咨询服务,实业投资,从事货物及技术的进出口业务,计算机软硬件开发,物业管理,法律法规允许从事的其他业务。",上海证券交易所
兴业证券股份有限公司,"    北京华联综合超市股份有限公司系由北京华联商厦有限公司于2000年4月19日依法变更设立。,
    经中国证券监督管理委员会证监发行字[2001]93号文批准,本公司于2001年11月6日发行人民币普通股5,000万股,发行后公司股本为12,557.29万股,注册资本为12,557.29万元。,
    经中国证监会证监发行字[2006]3号文核准,本公司以非公开发行的方式成功地发行了4,643.9628万股人民币普通股(A)股。","Beijing Hualian Hypermarket Co.,Ltd.",华联综超(600361),北京华联综合超市股份有限公司,2001-11-29,1996-06-07,民营企业,其它,7.90,"许可经营项目:销售医疗器材、包装食品、包装饮料、酒;中餐(含制售主食、西食制品);西餐;零售、邮购公开发行的国内版书刊;零售烟;以下项目限分支机构经营:销售生鲜蔬果、粮油食品、副食品、定型包装食品(含乳冷食品)、散装直接入口食品、散装非直接入口食品、熟食制品、水产、鲜肉、禽蛋、茶叶、腐蚀品、次氯酸钠溶液;零售乳制品(含婴幼儿配方乳粉)、预包装食品、避孕器械、音像制品;现场制售:主食(油炸食品、米面制品)、肉制品、熟食制品、焙烤食品、烤鸡、烤鸭、寿司、中西糕点(含裱花蛋糕)及面包、豆制品、豆腐、豆浆;现场分装销售熟肉制品;加工农副产品;美容美发;普通货运;经营保健食品;以下项目限北京地区以外的分公司取得专项许可后开展经营活动:现场加工蔬菜水果坚果,现场制售方便食品(含米面熟制品、方便菜)。一般经营项目:销售百货、针纺织品、日用杂品、五金交电、化工轻工材料(不含危险化学品及一类易制毒产品)、土产品、建筑材料、装饰材料、工艺美术品、首饰(金银饰品除外)、家具、电子计算机及其外部设备、制冷空调设备、饮食炊事机械、劳保用品、金属材料、机械电器设备、橡胶制品、塑料制品、陶瓷制品、仪器仪表、农机具、花卉;打字;零售内销黄金、白银饰品;劳务服务;日用品修理;摄影;仓储服务;承办展览、展示;组织文化艺术交流活动(演出除外);信息咨询;以下项目限分支机构经营:销售通信器材、文化办公用品、汽车配件、电动车、摩托车及配件、健身器材设施;收购、销售农副产品;洗衣服务;复印;健身服务;经营场地出租;技术开发、技术转让、技术服务;设计、制作、代理、发布广告;药品零售(限分支机构经营)(具体以药品经营许可证中核定的为准)。",上海证券交易所
中泰证券股份有限公司,"    公司前身为""靖江华达汽配制造有限公司"",成立于2002年11月25日。,
    2008年1月30日,""靖江华达汽配制造有限公司""更名为""江苏华达汽配制造有限公司""。,
    2013年8月28日,""江苏华达汽配制造有限公司""整体变更为""华达汽车科技股份有限公司""。","Huada Automotive Technology Corp.,Ltd.",华达科技(603358),华达汽车科技股份有限公司,2017-01-25,2002-11-25,民营企业,其它,31.18,"汽车及汽车系统技术研发、成果转让;生产、加工汽车零部件总成件;设计、制造汽车夹具、检具、汽车车身外覆盖件冲压模具;从事货物和技术的进出口业务(不含进口商品的分销业务,国家限定企业经营或禁止进出口的商品和技术除外)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
西南证券有限责任公司,"    甘肃省敦煌种业股份有限公司是由酒泉地区现代农业(控股集团)有限责任公司、敦煌市供销合作联合社、金塔县供销合作联合社、安西县供销联合社、甘肃省酒泉地区农业科学研究所等五家单位发起设立的股份有限公司。,
    公司于2003年12月29日向社会公开募集社会公众股(A股)75,000,000.00股。","Gansu Dunhuang Seed Co.,Ltd.",敦煌种业(600354),甘肃省敦煌种业股份有限公司,2004-01-15,1998-12-28,,其它,5.68,"粮食、瓜类、蔬菜、花卉、甜菜、油料、牧草、棉花等农作物种子引进、选育、繁殖、生产、加工、储藏;农副产品的收购、加工、批发零售;农业技术开发、咨询服务;棉花的收购、加工和储藏(限六个分支机构经营);果树、桑树种植;出口本企业自产的瓜、菜、花卉、牧草等经济、农作物种籽、亲本资源材料及种子加工设备等、进口本企业生产所需原辅材料、仪器仪表、机械设备、零配件等(国家限定的除外);房地产开发及商品房销售;投资管理及咨询;农药、化肥、地膜等农业生产资料的销售,农机产品的销售,商品粮的收购销售。",上海证券交易所
华泰联合证券有限责任公司,"    江苏立霸实业股份有限公司系由江苏立霸集团公司(股份合作制)整体改制并发起设立的股份有限公司;2000年1月10日,江苏省人民政府出具苏政复[2000]16号,同意设立江苏立霸实业股份有限公司。","Jiangsu Liba Enterprise Joint-Stock Co.,Ltd.",立霸股份(603519),江苏立霸实业股份有限公司,2015-03-19,1994-01-19,民营企业,其它,13.69,"普通货运;覆膜金属板、高级膜、有机玻璃制品、家用电器配件、铝合金型材、新型墙体及其原材料的制造,钢材加工,金属材料、建筑材料、木材的销售,本公司生产的隔热夹芯板(非承重)售后安装服务,自营和代理各类商品及技术的进出口业务。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
重庆有价证券公司,"    重庆百货大楼股份有限公司(以下简称“公司”)前身为“重庆百货大楼”,成立于1950年,是西南地区最早的一家国有大型商业企业。1992年6月,经重庆市体改委批准由重庆百货大楼独家发起,以定向募集方式设立“重庆百货大楼股份有限公司”,在上交所上市。","Chongqing Department Store Co.,Ltd.",重庆百货(600729),重庆百货大楼股份有限公司,1996-07-02,1992-08-11,,其它,1.50,"批发、零售预包装食品、散装食品、粮油制品、副食品、其它食品、乳制品(含婴幼儿配方乳粉)、饮料、酒、茶叶,书刊、音像零售、卷烟、雪茄烟零售(以上范围仅限具有经营许可资格的分支机构经营);批发、零售水果、蔬菜、水产品、工艺美术品(含黄金饰品)、日用百货、针纺织品、服装、五金、交电、通讯器材、照摄器材、健身器材、办公用品、保健用品、家具、计量衡器具、劳动保护用品、建筑材料、金属材料(不含稀贵金属)、化工产品及原料(不含化学危险品)、消防器材、电器机械及器材、电线电缆;图书期刊;钟表、家用电器批发、零售及其维修;彩扩;普通货运;停车服务;场地租赁;废旧家电回收;劳务派遣;餐饮。保健食品、医疗器械、花卉、商务信息咨询、企业管理咨询、以承接服务外包方式从事人力资源管理服务。",上海证券交易所
国泰君安证券股份有限公司,"    公司系由红蜻蜓集团与钱金波、金银宽、郑春明、陈铭海、夏赛侠、黄荣新、钱秀芬、李忠康、钱金云、陈鹏飞、陈满仓、汪建斌、朱启南、周国良、周良华等15名自然人于2007年8月30日签署《设立浙江红蜻蜓鞋业股份有限公司之发起人协议》,共同发起设立的股份有限公司。于2007年9月19日,公司在温州市工商行政管理局办理完毕注册登记手续,取得了注册号为330300000005900的《企业法人营业执照》。","Zhejiang Red Dragonfly Footwear Co.,Ltd.",红蜻蜓(603116),浙江红蜻蜓鞋业股份有限公司,2015-06-29,2007-09-19,民营企业,其它,17.70,皮革制品、服饰、鞋材辅料的生产、销售;针纺织品、日用百货、五金电器的销售;货物进出口、技术进出口;房产租赁业务;承办展览、展会;承办会议会务。(法律、行政法规禁止的项目不得经营;法律、行政法规限制的项目取得审批后方可经营)(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目),上海证券交易所
中信证券股份有限公司,"    广深铁路股份有限公司是于1996年3月6日经深圳工商管理局批准的,在中华人民共和国注册成立的股份有限公司。,
    1996年4月9日,经国务院证券委员会证券发[1996]7号文批准,本公司向境外公众发行了1,431,300,000股境外上市外资股(「H股」)。1996年5月14日,本公司的股票在香港联合交易所和纽约股票交易所上市。,
    2006年12月19日,经中国证券监督管理委员会以证监发行字[2006]146号文批准,本公司公开发行了2,747,987,000股人民币普通股(「A股」),并于2006年12月22日在上海证券交易所上市。",Guangshen Railway Company Limited,广深铁路(601333),广深铁路股份有限公司,2006-12-22,1996-03-06,国有企业,其它,3.76,"铁路客货运输服务,铁路设施技术服务,国内货运代理,铁路货运代理,铁路设备租赁,铁路车辆维修(含铁路货车厂、段、临修及加装改造),机械设备加工维修,铁路专用仪器设备检测、维修、改造、租赁、安装,铁路工程施工管理服务,铁路内外建设工程的勘察设计、施工和维修、自有房地产出租,水电维修安装,物业管理,仓储装卸服务,火车客票代理及广告业务,国内贸易物资供销业(不含专营、专控、专卖商品),货物及技术进出口,兴办各类实业(具体项目另行申报)。",上海证券交易所
兴业证券股份有限公司,"    江苏三房巷实业股份有限公司是经江苏省体改委苏体改生(1994)268号文批准设立的股份有限公司,由江苏三房巷实业集团总公司(2000年8月更名为江苏三房巷集团有限公司)、江阴市三房巷热电厂、江阴市螺丝厂三家企业联合发起组建,于1994年6月13日领取工商营业执照。,
    2003年2月,本公司发行5500万股人民币普通股(A股)。","Jiangsu Sanfangxiang Industry Co.,Ltd.",三房巷(600370),江苏三房巷实业股份有限公司,2003-03-06,1994-06-13,民营企业,其它,7.62,"化纤原料及制品、棉制品、棉纺纱加工、印染布、涤棉布、色织布、服装生产与销售,布匹染整、印花、,自营和代理各类商品及技术的进出口业务,技术咨询,实业投资;电力生产;蒸汽。",上海证券交易所
中国国际金融有限公司,"    本行是经国务院办公厅及人民银行的批准,于1987年4月20日在中信集团原银行部基础上改组而成,原名中信实业银行。,
    2005年11月25日,中信实业银行正式更名为中信银行。,
    2007年1月,经中国政府批准,中信银行整体改制为中信银行股份有限公司,并于2006年12月31日依法成立。股份有限公司自成立之日起,将完整承继中信银行的资产、负债、机构、业务等。",China Citic Bank Corporation Limited,中信银行(601998),中信银行股份有限公司,2007-04-27,1987-04-20,国有企业,股份制商业银行,5.80,"吸收公众存款;发放短期、中期和长期贷款;办理国内外结算;办理票据承兑与贴现;发行金融债券;代理发行、代理兑付、承销政府债券;买卖政府债券、金融债券;从事同业拆借;买卖、代理买卖外汇;从事银行卡业务;提供信用证服务及担保;代理收付款项;提供保管箱服务;结汇、售汇业务;代理开放式基金业务;办理黄金业务;黄金进出口;开展证券投资基金、企业年金基金、保险资金、合格境外机构投资者托管业务;经国务院银行业监督管理机构批准的其他业务;保险兼业代理业务(有效期至2017年09月08日)。(依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动。)",上海证券交易所
湖北证券公司,"    武汉三镇实业控股股份有限公司是1997年经武汉市人民政府武政(1997)75号文批准筹建,由武汉三镇基建发展有限责任公司独家发起,以其所属的宗关水厂和后湖泵站的全部经营性资产投资,于1998年3月经中国证监会证监发字(1998)31号、证监发字(1998)32号文批准,向社会公开发行A股股票8,500万股,1998年4月17日,股票发行成功公司正式设立。","Wuhan Sanzhen Industry Holding Co.,Ltd.",武汉控股(600168),武汉三镇实业控股股份有限公司,1998-04-27,1998-04-17,,其它,6.91,城市给排水、污水综合治理、道路、桥梁、供气、供电、通讯等基础设施的投资、建设和经营管理。,上海证券交易所
海通证券股份有限公司,"    无锡商业大厦大东方股份有限公司(更名前为无锡商业大厦股份有限公司)前身为江苏无锡商业大厦有限公司,是由江苏无锡商业大厦集团有限公司、无锡市商业实业有限公司、无锡市商业建设发展有限公司、无锡市商业对外贸易公司、无锡天鹏集团公司等五家企业法人共同出资6,500万元人民币组建。大厦有限公司于1998年1月20日注册成立。,
    1999年8月,大厦有限公司经股东会决议并经江苏省人民政府苏政复[1999]88号文批准,依法整体变更为股份有限公司,并于1999年9月17日在江苏省工商行政管理局依法登记注册。,
    经2001年临时股东大会决议,并经中国证券监督管理委员会证监发行字[2002]38号文批准,本公司于2002年6月10日首次向社会公开发行人民币普通股(A股)4,000万股。流通股(A股)4,000万股于2002年6月25日在上海证券交易所挂牌交易。","Wuxi Commercial Mansion Grand Orient Co.,Ltd.",大东方(600327),无锡商业大厦大东方股份有限公司,2002-06-25,1998-01-20,民营企业,其它,9.40,"食品、黄金、珠宝销售;综合货运站(场)(仓储),普通货运;国内贸易(国家有专项规定的,办理审批手续后经营);金饰品的修理改制;家用电器的安装、维修;服装、眼镜的加工服务;商品包装;自有场地出租;经济信息咨询服务;利用本厦自身媒介设计、制作、发布国内广告;网络技术咨询、转让;计算机软件开发销售;美容;停车场服务;验光、配镜服务;摄影;钟表修理;图书、报刊、卷烟、雪茄烟的零售(凭有效许可证经营);娱乐经营场所。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
国泰君安证券股份有限公司,"    广西桂东电力股份有限公司是是经广西壮族自治区人民政府桂政函[1998]114号文批准设立,由贺州市电业公司、广西壮族自治区水利厅那板水库管理处、广西贺州供电股份有限公司、广西昭平县汇能电力有限公司、广西钟山县电力公司和广西富川瑶族自治县电力公司六家企业共同发起设立的股份有限公司。,
    2001年2月28日,公司在上海证券交易所挂牌交易。","Guangxi Guidong Electric Power Co.,LTD.",桂东电力(600310),广西桂东电力股份有限公司,2001-02-28,1998-12-04,,其它,8.80,"发电、供电,电力投资开发、电力实业、电力工程设计和安装、供水、公路建设等。",上海证券交易所
"南方证券股份有限公司,中银国际证券有限责任公司","    公司前身为华夏银行,系经中国人民银行[银复(1992)391号]批准,于1992年10月14日由首钢总公司独资组建成立的全国性商业银行。1996年4月10日,中国人民银行下发《关于同意华夏银行变更注册资本并核准〈华夏银行股份有限公司章程〉的批复》[银复(1996)109号],批准华夏银行以发起方式改制变更为股份有限公司。,
    2003年7月21日,经中国证券监督管理委员会[证监发行字(2003)83号]文批准,华夏银行股份有限公司向社会公众公开发行人民币普通股股票(A股)10亿股。","Hua Xia Bank Co.,Ltd.",华夏银行(600015),华夏银行股份有限公司,2003-09-12,1992-10-14,,股份制商业银行,5.60,办理存款、贷款、结算、票据贴现、发行金融债券等业务。,上海证券交易所
广发证券股份有限公司,"    1994年12月22日,公司前身江阴市苏利精细化工有限公司成立。,
    2012年12月18日,有限公司整体变更设立股份公司,更名为江苏苏利精细化工股份有限公司。","Suli Co.,Ltd.",苏利股份(603585),江苏苏利精细化工股份有限公司,2016-12-14,1994-12-22,民营企业,其它,26.79,"精细化工产品、医药、医药中间体及农药的技术研发、技术咨询、技术转让;化学原料及化学制品(不含危险化学品)的生产、销售;利用自有资金对外投资;自营和代理各类商品及技术的进出口业务,但国家限定企业经营或禁止进出口的商品和技术除外(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
华林证券有限责任公司,"    上海龙韵广告传播股份有限公司是由上海龙韵广告有限公司依法整体变更设立的股份有限公司。,
    2008年9月22日,公司前身龙韵有限召开股东大会,决定整体变更设立股份公司,2008年11月26日,股份公司领取了上海市工商行政管理局颁发的注册号为310227000921990号的。","Shanghai Longyun Advertising&Media Co.,ltd.",龙韵股份(603729),上海龙韵广告传播股份有限公司,2015-03-24,2003-06-10,民营企业,其它,26.61,"承接各类广告设计、制作、代理国内(外)广告业务,展览展示服务,企业形象策划,市场营销策划,企业管理咨询;娱乐业开发、投资与管理。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
华厦证券有限公司,"    常林股份有限公司,系经国家体改委体生(1996)51号文批复,由常州林业机械厂作为独家发起人,并以社会募集方式设立的股份有限公司。公司于1996年7月1日在上海证券交易所挂牌上市。,
    2017年9月30日,公司名称由""常林股份有限公司""变更为""苏美达股份有限公司""。英文名称由“Changlin Company Limited”变更为“Sumec Corporation Limited”。",Sumec Corporation Limited,ST常林(600710),苏美达股份有限公司,1996-07-01,1996-06-24,国有企业,其它,4.58,"承包境外工程和境内国际招标工程,对外派遣工程、生产及服务行业的劳务人员。自营和代理各类商品和技术的进出口,开展三来一补、进料加工业务,经营对销贸易和转口贸易,从事利用国外贷款和国内资金采购机电产品的国际招标业务和其它国际招标采购业务(甲级),经济信息咨询服务,金融外包服务,建筑安装,电力、通信线路、石油、燃气、给水、排水、供热等管道系统和各类机械设备安置安装,市政工程、机电设备安装工程、环保工程的施工与承包,光伏电池组件生产与贸易,风能及光伏电站和系统集成项目建设与贸易。金属材料及制品的销售,工程项目的咨询与设计。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",上海证券交易所
安信证券股份有限公司,"    2003年1月22日,公司前身桐乡嘉澳化工有限公司成立。,
    2007年3月21日,公司名称由“桐乡嘉澳化工有限公司”变更为“浙江嘉澳化工有限公司”。,
    2008年8月25日,浙江嘉澳化工有限公司整体变更设立浙江嘉澳环保科技股份有限公司,并在浙江省工商行政管理局核准登记,并取得了注册号为330400400001753的《企业法人营业执照》。","Zhejiang Jiaao Enprotech Stock Co.,Ltd.",嘉澳环保(603822),浙江嘉澳环保科技股份有限公司,2016-04-28,2003-01-22,中外合资企业,其它,11.76,"生产销售增塑剂和热稳定剂(具体限定品种详见嘉兴市环保局批文);化学改性的动、植物油、脂;甲酸盐;环保产品、环保工程研发,植物油脂精炼(限桐乡市洲泉镇工业园区德胜路388号的分支机构经营);化工原料及产品(不含危险化学品及易制毒化学品)的销售,从事进出口业务;货物运输。(涉及许可证或国家专项管理规定的,凭许可证经营或照相关规定另行报批。)",上海证券交易所
安信证券股份有限公司,"    公司经福建省人民政府闽政体股[2000]22号文""关于同意设立福建紫金矿业股份有限公司的批复""批准,于2000年8月17日以发起方式设立,于2000年9月6日在福建省工商行政管理局注册登记,公司的营业执照号码为:3500001002192。公司于2003年11月18日经中国证券监督管理委员会核准,于2003年12月16日至12月22日首次向境外投资人发行400,544,000股H股(每股面值为人民币0.1元),并于2003年12月23日在香港联交所主板上市。经公司2003年度股东大会审议通过,公司更名为:紫金矿业集团股份有限公司。于2008年3月24日经国务院授权的审批部门批准,公司增加发行了140,000万股境内上市内资股(每股面值为人民币0.1元),并于2008年4月25日在上海证券交易所上市。","Zijin Mining Group Co.,Ltd.",紫金矿业(601899),紫金矿业集团股份有限公司,2008-04-25,2000-09-06,,其它,7.13,"矿产资源勘查;金矿采选;金冶炼;铜矿采选;铜冶炼;信息系统集成服务;信息技术咨询服务;珠宝首饰、工艺美术品、矿产品、机械设备、化工产品(不含危险化学品及易制毒化学品)的销售;水力发电;对采矿业、酒店业、建筑业的投资;对外贸易;普通货物道路运输活动;危险货物道路运输活动。铜矿金矿露天开采、铜矿地下开采;矿山工程技术、矿山机械、冶金专用设备研发;矿山机械、冶金专用设备制造;旅游饭店(仅限于分支机构)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",上海证券交易所
东方花旗证券有限公司,"    公司前身为""浙江绍兴迪贝机电有限公司"",成立于1993年12月27日;1998年,更名为""浙江绍兴新星机电有限公司""。,
    2011年4月27日,有限公司整体变更设立""浙江迪贝电气股份有限公司""。","Zhejiang Dibay Electric Co.,Ltd.",迪贝电气(603320),浙江迪贝电气股份有限公司,2017-05-02,1993-12-27,民营企业,其它,9.93,生产、销售各类电机、新型机电元件、精密轴承(电机及新型机电元件专用);货物进出口(上述经营范围不含国家法律法规规定禁止、限制和许可经营的项目)。,上海证券交易所
广发证券股份有限公司,"    交勘院成立于1958年,原系隶属于贵州省交通厅的全额拨款事业单位。,
    2010年4月30日,改制为贵州省交通规划勘察设计研究院股份有限公司。","Guizhou Transportation Planning Survey&design Academe Co.,ltd.",勘设股份(603458),贵州省交通规划勘察设计研究院股份有限公司,2017-08-09,2010-04-30,民营企业,其它,29.36,"法律、法规、国务院决定规定禁止的不得经营;法律、法规、国务院决定规定应当许可(审批)的,经审批机关批准后凭许可(审批)文件经营;法律、法规、国务院决定规定无需许可(审批)的,市场主体自主选择经营。(可承担国内外公路行业、市政行业(桥梁、道路、隧道)、建筑行业(建筑工程)、水运行业(航道、港口)的勘察设计、规划、技术咨询;工程勘察综合类业务;地质灾害防治工程评估、施工、监理、勘察、设计;工程咨询,节能评估、工程监理、工程施工、工程实验检测、工程测量、城市规划、科研、工程总承包等相关业务;对外派遣与其实力、规模、业绩适应的海外工程所需的劳务人员。)",上海证券交易所
广发证券股份有限公司,"    山西潞安环保能源开发股份有限公司是由山西潞安矿业(集团)有限责任公司作为主发起人,联合郑州铁路局、上海宝钢国际经济贸易有限公司、日照港(集团)有限公司、天脊煤化工集团有限公司和山西潞安工程有限公司五家发起人,共同发起设立的股份有限公司。,
    2006年9月本公司根据2005年度股东大会决议、修改后的章程的规定及中国证券监督管理委员会证监发行字[2006]66号文《关于核准山西潞安环保能源开发股份有限公司首次公开发行股票的通知》的批复,向境内投资者发行了A股股票18,000万股,并于2006年9月22日挂牌上市。","Shanxi Lu'an Environmental EnergyDev. Co.,Ltd.",潞安环能(601699),山西潞安环保能源开发股份有限公司,2006-09-22,2001-07-19,,其它,11.00,原煤开采(只限分支机构)。煤炭洗选;煤焦冶炼;洁净煤技术的开发与利用;煤层气开发;煤矸石砖的制造;煤炭的综合利用;勘查工程施工(钻探);固体矿产勘查、气体矿产勘查、地球物理勘查;地质钻探;水文地质、工程地质、环境地质调查;销售机器设备;机器设备租赁;住宿、餐饮、会务、旅游服务(只限分支机构);普通货物运输;其他现代服务业。,上海证券交易所
中信建投证券股份有限公司,"    1999年2月8日,公司前身浙江圣达药业有限公成立。,
    2013年12月13日,浙江圣达药业有限公司更名为浙江圣达生物药业股份有限公司。","Zhejiang Shengda Bio-pharm CO.,LTD.",圣达生物(603079),浙江圣达生物药业股份有限公司,2017-08-23,1999-02-08,民营企业,其它,15.09,原料药(硝酸咪康唑)、饲料添加剂(详见许可证)、食品添加剂(详见许可证)生产(凭有效许可证经营)。货物与技术的进出口。,上海证券交易所
