lead_underwriter,profile,en_name,stock_code,name,listing_date,establish_date,organization,instit_type,listing_price,scope,market
申银万国证券股份有限公司,"  公司系由襄阳汽车轴承集团公司于1993年5月6日独家发起，经湖北省体改委以鄂改（1992）57号文批准采用定向募集方式设立的股份公司。1997年元月6日在深交所挂牌交易。,
 2005年06月21日,公司英文名称由""Xiangyang Automobile Bearing Share Company Ltd.""变更为""Xiangyang Automobile Bearing Co.,Ltd.""。","XIANGYANG AUTOMOBILE BEARING COMPANY.,Ltd.",襄阳轴承(000678),襄阳汽车轴承股份有限公司,1997-01-06,1993-05-06,,其它,11.18,货物进出口、技术进出口（国家禁止或限制进出口的货物和技术除外）；制造销售轴承及零部件、汽车零部件、机电设备、轴承设备及备件、模具磨料、油石砂轮；承揽机械工业基础设计、轴承工程设计、设备安装及维修；电气修理；设备安装及装饰装璜业务；技术咨询、技术转让、劳动服务。批零兼营汽车（不含九座及以下品牌乘用车）、金属材料、化工原料及产品（不含化学危险品）、电器电料、办公用品、五金交电、百货；服装加工业。,深圳证券交易所
东海证券股份有限公司,"    公司前身北京三夫户外用品开发有限公司成立于2001年6月22日。2011年6月14日,公司完成了工商变更登记手续,公司名称由“北京三夫户外用品开发有限公司”变更为“北京三夫户外用品股份有限公司”,领取了注册号为110102002771901的企业法人营业执照。","Beijing Sanfo Outdoor Products Co.,Ltd.",三夫户外(002780),北京三夫户外用品股份有限公司,2015-12-09,2001-06-22,民营企业,其它,9.42,"户外运动用品的设计;技术开发;文化艺术交流(演出除外);组织体育活动(组织承办体育比赛除外);销售文化体育用品、针纺织品、服装、鞋帽、办公用品、五金、交电、日用品、户外装备;委托生产加工,服装加工;销售定型包装食品及饮料、冷食、酒;零售图书、期刊;物业管理、房屋出租。",深圳证券交易所
中信建投证券股份有限公司,"    公司前身为成立于1999年7月28日的湖南兴祥油脂有限公司;2001年5月22日,更名为湖南巴陵油脂化工有限公司;2002年12月25日更名为湖南巴陵油脂有限公司;2014年4月2日,公司名称由""湖南巴陵油脂有限公司""变更为""道道全粮油股份有限公司""。","Daodaoquan Grain And Oil Co.,Ltd.",道道全(002852),道道全粮油股份有限公司,2017-03-10,1999-07-28,民营企业,其它,47.30,"食用植物油及其副产品的生产与自销(凭《全国工业产品生产许可证》经营);普通货运(限分支机构经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
中信证券股份有限公司,"    公司是由石家庄以岭药业有限公司于2001年8月28日整体变更设立的股份有限公司,同日,公司领取了河北省工商局向公司核发的。,
    公司发起人为公司前身以岭有限的五名股东,分别为以岭医药集团、吴以红、赵韶华、李志宇、高学东。","Shijiazhuang Yiling Pharmaceutical Co.,Ltd.",以岭药业(002603),石家庄以岭药业股份有限公司,2011-07-28,2001-08-28,民营企业,其它,34.56,"硬胶囊剂、片剂、颗粒剂、合剂、小容量注射剂的生产;保健食品的生产、销售(许可生产品种以食品生产许可品种明细表核准的为准);饮料(固体饮料类、其他饮料类)的生产、销售(许可生产食品品种以食品生产许可证副页核准的为准);方便食品的生产、销售(许可生产食品品种以食品生产许可证副页核准的为准);中药提取物的生产;自营和代理各类商品和技术的进出口,但国家限定公司经营和禁止进出口的商品和技术除外;自有房屋租赁;农产品收购(不含粮食);糖果制品的生产、销售(许可生产食品品种以食品生产许可证副页核准的为准);企业管理咨询服务;健康管理咨询服务(诊疗、医疗、心理咨询除外);(以下限分支机构经营);中成药、医药保健品、传统医疗器械、西药、生物制品、卫生辅料的研究、开发;技术咨询、服务、转让。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
华夏证券有限公司,"    公司是经青岛市人民政府青政字[1995]64号文批准,由双星集团有限责任公司作为独家发起人,以募集方式设立的股份有限公司。1996年4月30日,公司在深圳证券交易所挂牌上市交易。","Qingdao Doublestar Co.,Ltd.",青岛双星(000599),青岛双星股份有限公司,1996-04-30,1996-04-24,,其它,4.90,"橡胶轮胎、机械、绣品的制造、销售;国内外贸易,自有资金对外投资,劳动防护用品的制造与销售。",深圳证券交易所
申银万国证券股份有限公司,"    公司是经北京市人民政府经济体制改革办公室(京政体改股函2001]65号)批准,由原北京久其北方软件技术有限公司以2001年11月30日经审计的净资产按照1:1比例折股,整体变更设立的股份有限公司。2001年12月18日,北京久其软件股份有限公司在北京市工商行政管理局完成注册登记。,
    2006年9月7日,根据中国证券业协会有关规定,公司经由申银万国证券股份有限公司推荐,进入代办股份转让系统挂牌报价转让,2009年已于深圳证券交易所上市。","Beijing Join-Cheer Software Co.,Ltd.",久其软件(002279),北京久其软件股份有限公司,2009-08-11,1999-08-16,民营企业,其它,27.00,"电子计算机软件、硬件及外部设备的技术开发、技术咨询、技术转让、技术服务、技术培训;经济贸易咨询、企业管理咨询;计算机系统服务;销售(含网上销售)电子计算机软硬件及外部设备、打印纸及计算机耗材;计算机及外部设备租赁;技术进出口、货物进出口、代理进出口;互联网信息服务业务;第一类增值电信业务中的因特网数据中心业务。(第一类增值电信业务中的因特网数据中心业务以及依法须经批准的项目,经相关部门批准后依批准的内容开展经营活动;不得从事本市产业政策禁止和限制类项目的经营活动。)",深圳证券交易所
深圳经济特区证券公司,"    公司是经吉林省经济体制改革委员会吉改批[1992]29号文批准,由吉林市制药厂、深圳经济特区房地产总公司、深圳投资基金管理公司三家企业法人单位采取定向募集方式设立的股份有限公司。本公司于1993年12月7日由吉林省吉林市工商行政管理局颁发了注册号为12450182-7的企业法人营业执照。本公司于1993年10月26日经中国证券监督管理委员会证监发审字[1993]85号文批准于1993年11月12日公开发行人民币普通股(A股)3,000万股,并于1993年12月15日上市流通,股票代码为000545。2013年7月24日公司办理完成工商变更登记手续,公司中文名称由""吉林制药股份有限公司""变更为""吉林金浦钛业股份有限公司"",公司英文名称由""JILIN PHARMACEUTICAL LIMITED COMPANY""变更为""JILIN GPRO TITANIUM INDUSTRY CO.,LTD""。,
    2017年3月,公司名称由“吉林金浦钛业股份有限公司”变更为“金浦钛业股份有限公司”;英文名称由“Jilin Gpro Titanium Industry Co.,Ltd.”变更为“Gpro Titanium Industry Co.,Ltd.”。","Gpro Titanium Industry Co.,Ltd.",金浦钛业(000545),金浦钛业股份有限公司,1993-12-15,1989-11-15,民营相对控股企业,其它,5.00,"钛矿资源技术开发;钛白粉产品技术及综合利用产品;化工机械的科研开发、销售,提供相关销售和技术服务;以下仅限分支机构经营:钛白粉产品技术及综合利用产品、化工机械的生产;仓储服务;自营和代理各类商品及技术的进出口业务(法律、法规和国务院决定禁止的,不得经营;许可经营项目凭有效许可证或批准文件经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
东莞证券股份有限公司,"    1998年11月26日,公司前身天津市绿茵园艺有限责任公司成立。,
    2001年7月更名为天津绿茵景观工程有限公司。,
    2014年6月23日,绿茵有限整体变更股份有限公司,公司更名为天津绿茵景观生态建设股份有限公司。","Tianjin Lvyin Landscape And Ecology Construction Co.,Ltd.",绿茵生态(002887),天津绿茵景观生态建设股份有限公司,2017-08-01,1998-11-26,民营企业,其它,42.01,"景观生态修复与治理;水土保持与水环境治理;园林绿化及养管工程;市政工程及体育场设施工程;苗木、草培育(种子生产、经营除外);生态环境治理技术开发、转让、咨询、服务;有机肥、种苗收购;普通货运;土石方工程。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
平安证券有限责任公司,"    新北洋系经山东省经济体制改革办公室于2002年11月20日以批准,由北洋集团作为主发起人,联合中国华融、山东省国托、威海丰润、中国信达、门洪强、丛强滋、宋军利、阮希昆、谷亮、邱林、高明、袁勇、于海波、彭远斌、黄松涛共同发起设立的股份有限公司。公司于2002年12月6日在山东省工商行政管理局完成注册登记。,
    2010年2月25日,经中国证券监督管理委员会核准,公司首次向社会公众发行人民币普通股(A股)3,800万股,并于2010年3月23日在深圳证券交易所上市。","Shandong New Beiyang Information Technology Co.,Ltd.",新北洋(002376),山东新北洋信息技术股份有限公司,2010-03-23,2002-12-06,,其它,22.58,集成电路及计算机软件的开发、生产、销售、服务;计算机硬件及其外部设备、电子及通讯设备(不含无线电发射设备)、仪器仪表及文化办公用机械产品的开发、生产、销售、服务;钣金、塑料制品、模具加工;资格证书范围内自营进出口业务;资质证书范围税控收款机及相关产品、电子收款机的开发、生产、销售、服务。,深圳证券交易所
华泰联合证券有限责任公司,"    本公司系由武汉高德红外技术有限公司依照整体变更设立的股份有限公司。于2008年1月30日在武汉市工商行政管理局注册登记,并领取了注册号为420100000047376的企业法人营业执照。","Wuhan Guide Infrared Co.,ltd.",高德红外(002414),武汉高德红外股份有限公司,2010-07-16,2004-07-13,民营企业,其它,26.00,仪器仪表、电子产品、光学材料及元器件、光学及光电系统、半导体器件及集成电路、电器机械及器材、自动控制设备、软件的研制、生产、技术服务、销售及进出口业务(国家限定公司经营和国家禁止进出口的商品除外);安全技术防范工程设计、施工(国家有专项规定的按专项规定执行)。,深圳证券交易所
,"    北海市北海港股份有限公司系1989年12月20日经北海市人民政府(1989)159号文件批准重组设立的交通运输企业。公司公众股于1995年11月2日在深圳证券交易所挂牌上市。,
    公司名称已由""北海市北海港股份有限公司""变更为""北海港股份有限公司""。,
    2014年公司名称由""北海港股份有限公司""变更为""北部湾港股份有限公司"",英文名称由""Beihai Port Co.,Ltd.""变更为""Beibuwan Port Co.,Ltd.""。","Beibu Gulf Port Co.,Ltd.",北部湾港(000582),北部湾港股份有限公司,1995-11-02,1996-08-07,,其它,1.00,"投资兴建港口、码头,装卸管理及服务,交通运输(普通货运),机械加工及修理,外轮代理行业的投资及外轮理货,国内商业贸易(国家有专项规定除外),机电配件、金属材料(政策允许部份)、五金交电化工(危险化学品除外)、建筑材料、装卸材料、渔需品、化工产品(含硫酸、硫磺、正磷酸、高氯酸钾、石脑油、氢氧化钠、乙醇溶液、煤焦沥青、红磷、黄磷、盐酸、含二级易燃溶剂的合成树脂的批发,凭有效危险化学品经营许可证经营)、化肥的购销,港口旅客运输服务经营,港口拖轮服务,船舶港口服务(为船舶提供岸电、淡水供应、国际、国内航行船舶物料、生活品供应,港口危险货物作业,凭有效的《港口经营许可证》经营)。(凡涉及许可证的项目凭有效许可证经营)。",深圳证券交易所
,"    公司原名称为天发石油股份有限公司。天发石油股份有限公司前身为荆州地区物资开发公司,于1989年1月经荆体改(1989)2号文及荆银发(89)17号文批准,向社会募集个人股后成立。1992年经湖北省体改委鄂改(92)6号文批准,公司更名为""湖北天发企业(集团)股份有限公司""。1997年经第九次股东大会决议通过,公司更名为""湖北天发股份有限公司""。2003年经第八次董事会决议及2003年第一次临时股东大会决议通过,公司更名为""天发石油股份有限公司""。,
    2008年8月14日,公司名称由""天发石油股份有限公司""变更为""舜元地产发展股份有限公司"",英文名称由""Tianfa Petroleum Co.,Ltd.""变更为""Sunyoung Properties Co.,Ltd.""。,
    2013年8月22日,公司名称由""舜元地产发展股份有限公司""变更为""舜元实业发展股份有限公司"";英文名称由""Sunyoung Properties Co.,Ltd.""变更为""Sunyoung Industry Development Co.,Ltd.""。,
    2014年8月,公司名称由“舜元实业发展股份有限公司”变更为“盈方微电子股份有限公司”;英文名称由“Sunyoung Industry Development Co.,Ltd.”变更为“Infotmic Co.,Ltd.”。","Infotmic Co.,Ltd.",盈方微(000670),盈方微电子股份有限公司,1996-12-17,1989-05-01,民营相对控股企业,其它,1.00,集成电路芯片、电子产品及计算机软硬件(除计算机信息系统安全专用产品)的研发、设计和销售;数据收集、分析与数据服务;数据管理软件产品以及数据管理整体解决方案的研发、销售;计算机技术领域内的技术开发、技术咨询、技术转让、技术服务;投资公司、从事实业投资活动(不含关系国家安全和生态安全、涉及全国重大生产力布局战略性资源开发和重大公共利益等项目外);自营和代理各类商品和技术的进出口业务(国家限制或禁止的商品和技术除外)。,深圳证券交易所
国泰证券有限公司,"    公司更名自重庆川仪股份有限公司,系1993年经重庆市体改委体改发[93]30号文批准设立的定向募集股份有限公司,取得注册号为20282349-4-1的。1999年10月经批准后,公司正式更名为重庆华立控股股份有限公司,取得注册号为5000001801835的变更后。,
    2006年4月26日,公司更名为重庆华立药业股份有限公司,并于2006年6月16日办妥了工商变更登记手续,取得注册号为5000001804751的。,
    公司名称自2010年10月13日起正式由""重庆华立药业股份有限公司""变更为""重庆华智控股股份有限公司""。,
    公司名称自2011年12月15日起正式由""重庆华智控股股份有限公司""变更为""浙江华智控股股份有限公司""英文名称由""Huazhi Holding(Chongqing)Co.,Ltd.""变成""Huazhi Holding(Zhejiang)Co.,Ltd.""。,
    2015年1月14日,公司名称由""浙江华智控股股份有限公司""更名为""浙江华媒控股股份有限公司"";英文名称由""Huazhi Holding(zhejiang)Co.,ltd.""更名为""Zhejiang Huamei Holding Co.,Ltd.""。","Zhejiang Huamei Holding Co.,Ltd.",华媒控股(000607),浙江华媒控股股份有限公司,1996-08-30,1993-12-18,,其它,4.00,"设计、制作、代理、发布国内各类广告,新媒体技术开发,实业投资,经营进出口业务,会展服务(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
信达证券股份有限公司,"    公司前身为“南通江海电容器有限公司”,成立于1958年10月1日。,
    根据2008年5月22日有限公司董事会决议,决定以2007年12月31日作为股份公司改制基准日,将“南通江海电容器有限公司”整体变更为“南通江海电容器股份有限公司”。","Nantong Jianghai Capacitor Co.,Ltd.",江海股份(002484),南通江海电容器股份有限公司,2010-09-29,1958-10-01,中外合资企业,其它,20.50,生产加工电容器及其材料、配件、电容器设备、仪器、仪表及配件;销售自产产品并提供相关的售后服务。,深圳证券交易所
华泰联合证券有限责任公司,"    公司前身为深圳市沃特化工材料有限公司,成立于2001年12月28日。,
    2011年6月23日,深圳市沃特化工材料有限公司整体变更为深圳市沃特新材料股份有限公司。","Shenzhen WOTE Advanced Materials Co.,Ltd.",沃特股份(002886),深圳市沃特新材料股份有限公司,2017-06-27,2001-12-28,民营企业,其它,13.24,"工程塑料、环保材料及其它相关材料的技术开发、生产及国内贸易(不含专营、专控、专卖商品);设备租赁;经济信息咨询(不含限制项目);经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营)。",深圳证券交易所
中信证券有限责任公司,"    公司原名称为青岛普洛股份有限公司,是1997年1月20日经青岛市经济体制改革委员会青体改发[1997]5号文件批准,在原青岛东方贸易大厦的基础上,由五家发起人共同发起设立。人民币普通股股票于1997年5月9日在深圳证券交易所上市流通。,
    经2008年5月16日年度股东大会,公司名称自2008年5月22日变更为""普洛股份有限公司""。,
    2013年4月18日,公司名称由""普洛股份有限公司""变更为""普洛药业股份有限公司"",英文名称由""APELOA CO.,LTD""变更为""Apeloa Pharmaceutical Co.,Ltd.""。","Apeloa Pharmaceutical Co.,Ltd.",普洛药业(000739),普洛药业股份有限公司,1997-05-09,1997-05-06,民营企业,其它,5.70,"医药行业投资,网络投资,股权投资管理,生物制药技术的研究、开发、转让,国内贸易;经营进出口业务。",深圳证券交易所
海通证券股份有限公司,"    公司前身凯撒(中国),成立于1994年12月29日,是经国家对外经济贸易合作部外经贸资二函(2002)515号文批准,在凯撒(中国)的基础上以整体变更方式设立的股份有限公司。凯撒(中国)股份有限公司于2002年5月28日获得原对外经济贸易合作部核发的《外商投资企业批准证书》(外经贸资审字[2002]0107号),于2002年8月27日在国家工商行政管理局登记注册。,
    2016年9月,公司名称由“凯撒(中国)股份有限公司”变更为“凯撒(中国)文化股份有限公司”,英文名称由“Kaiser(China)Holding Co.,Ltd.”变更为“Kaiser(China)Culture Co.,LTD”。","Kaiser(china)Culture Co.,Ltd.",凯撒文化(002425),凯撒(中国)文化股份有限公司,2010-06-08,1994-12-29,中外合资企业,其它,22.00,"文化交流活动的组织和策划;多媒体文化产品设计制作;文学剧本创作;影视策划;影视文化技术开发、技术转让、技术咨询、技术服务;自有物业的出租;计算机软硬件的设计、技术开发及销售,网络技术开发、技术咨询,游戏软件的技术开发;生产、加工服装(皮革服装)、服饰、皮鞋、皮帽、皮包;服装、皮鞋、皮帽、皮包的批发、零售(新设店铺应另行报批)、进出口业务(涉及配额许可证管理、专项规定管理的产品按国家有关规定办理)。(以上涉限除外,涉及行业许可管理的凭有效许可经营)(依法须经批准的项目,经相关部门批准后方可开展经营活动。)",深圳证券交易所
大鹏证券有限责任公司,"    四川双马水泥股份有限公司是经四川省人民政府以川府函(1998)505号文批准,于1998年10月20日设立的股份有限公司。,
    1999年8月24日,四川双马水泥股份有限公司于1999年7月12日向社会公开发行A股股票5,800万股在深圳证券交易所上市。,
    2011年4月28日,四川双马水泥股份有限公司取得中华人民共和国商务部签发的外商投资企业批准证书,批准本公司变更为外商投资股份制企业。","Sichuan Shuangma Cement Co.,ltd.",四川双马(000935),四川双马水泥股份有限公司,1999-08-24,1998-10-20,民营企业,其它,4.50,"制造、销售水泥及制品,机械设备的加工维修及安装;技术咨询、技术服务、管理支持及服务;水泥窑协同处臵固体废弃物。",深圳证券交易所
中信证券股份有限公司,"    2001年7月9日,深圳市东方嘉盛实业发展有限公司成立。,
    2002年1月11日,东方嘉盛实业的名称由“深圳市东方嘉盛实业发展有限公司”变更为“深圳市东方嘉盛商贸物流有限公司”。,
    深圳市东方嘉盛商贸物流有限公司于2009年6月26日整体变更设立的深圳市东方嘉盛供应链股份有限公司。","Shenzhen Easttop Supply Chain Management CO.,LTD.",东方嘉盛(002889),深圳市东方嘉盛供应链股份有限公司,2017-07-31,2001-07-09,民营企业,其它,12.94,"一般经营项目:国内贸易(不含专营、专控、专卖商品);国际货运代理;经营进出口业务(法律、行政法规、国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);投资兴办实业(具体项目另行申报);提供展览服务(不含限制项目);网上贸易(不含专营、专控、专卖商品);初级农产品的销售;药品的批发、零售及进出口;仪器、实验室设备的批发、零售及进出口;生物技术制品的批发、零售及进出口;肥料、农药的销售。许可经营项目:普通货运;仓储物流;家畜冷冻制品的销售;乳制品的批发和零售。(依法须经批准的项目,经相关部门批准后方可开展经营活动)",深圳证券交易所
西南证券股份有限公司,"    华西能源工业股份有限公司系经2007年10月29日创立大会暨第一次股东大会决议通过,以华西能源工业集团有限公司(前身为自贡东方锅炉工业集团有限公司)截至2007年9月30日经审计的账面净资产31,678.47万元,按2.88:1的比例折股整体变更而设立。","China Western Power Industrial Co.,Ltd.",华西能源(002630),华西能源工业股份有限公司,2011-11-11,2004-05-18,民营企业,其它,17.00,"普通货运(在许可证核定范围及有效期内经营)。锅炉辅机、燃烧器及环保设备、钢结构、机械设备、吹灰器及管路系统的设计、制造、改造及销售;石油化工容器、轻工机械、电器机械、机组配套安装;专业生产耐火材料、耐磨材料、耐压材料、自控装置、电站阀门及电磁产品;工矿设备租赁、闲置设备调剂、边角余料的加工及销售;锅炉及压力容器安装、改造、维修;压力管道安装,无损检测服务;仓储、物流;自营对外进出口贸易;电力工程施工总承包,市政公用工程总承包(凭资质证书经营);对外承包工程(在资格证书核定范围内经营),电站锅炉、工业锅炉、特种锅炉制造、销售,压力容器设计、制造,垃圾焚烧发电、生物质能发电、太阳能光伏发电、风力发电、火力发电项目的专业化开发、投资、建设、运营、维护、培训和咨询。施工劳务承包、施工机具租赁、公路工程施工总承包(以上经营范围不含国家法律、法规规定需办理前置审批或许可的项目)",深圳证券交易所
国泰证券股份有限公司,"    嘉凯城集团股份有限公司原名为""湖南亚华种业股份有限公司"",经湖南省人民政府湘政函(1998)123号文批准而设立,并于1998年8月14日经湖南省工商行政管理局核准登记。,
    1999年7月20日,湖南亚华种业股份有限公司于1999年6月14日向社会公开发行人民币普通股(A股)6,000万股在深圳证券交易所上市交易。,
    2006年1月13日,公司名称由""湖南亚华种业股份有限公司""变更为""湖南亚华控股集团股份有限公司""。,
    2009年9月20日,公司名称由""湖南亚华控股集团股份有限公司""变更为""嘉凯城集团股份有限公司""。","China Calxon Group Co.,ltd.",嘉凯城(000918),嘉凯城集团股份有限公司,1999-07-20,1998-08-14,中外合资企业,其它,7.00,"房地产投资、实业投资;营销策划;国内商品贸易及进出口业务,自有房屋出租,物业管理(以上涉及法律法规和国务院规定需报经有关部门审批的项目,取得批准后方可经营);房地产咨询、投资咨询服务。",深圳证券交易所
国信证券有限公司(原深圳国投证券有限公司),"    公司系经潍坊市经济体制改革委员会潍改发[1993]20号文批准,由潍坊巨力机械总厂独家发起,以定向募集方式设立的股份有限公司。1998年3月3日,经中国证券监督管理委员会证监发字[1998]7号和证监发字[1998]8号文批准,公司向社会公开发行境内上市内资股(A股),并于同年4月2日在深圳证券交易所挂牌交易。,
    为顺应公司重组后的发展现状,并经国家工商行政管理总局核准和山东省工商行政管理局登记,公司中文全称由""山东巨力股份有限公司""变更为""潍柴重机股份有限公司"",英文全称由""SHANDONG JULI CO.,LTD.""变更为""Weichai Heavy Machinery Co.,Ltd.""。","Weichai Heavy Machinery Co.,Ltd.",潍柴重机(000880),潍柴重机股份有限公司,1998-04-02,1993-06-28,,其它,11.87,"内燃机(非车用)、船舶推进系统(含齿轮箱、螺旋桨等)、内燃机发电机组(含发电机、控制屏等)、内燃机成套机组(含齿轮箱、介质泵等)及配件的设计、开发、生产、销售、维修、技术咨询;陆用电站(内燃机)成套设计、设备制造与采购、运营维护;应急电源车、抢险救援专用车、冷藏车的销售;工程机械生产、销售;机械加工零件的开发、生产和销售;设备修理;仓储(不含化学危险品及易制毒危险品);包装物及物流器具的租赁、销售;自有房屋租赁;备案范围进出口业务(国家有规定的,须凭许可证或资质证书经营)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
深圳国泰证券有限公司,"    公司是1993年2月经吉林省经济体制改革委员会以吉改批[1993]第12号文批准,由通化市生物化学制药厂、通化市特产集团总公司、通化市制药厂,共同发起以定向募集方式组建的股份有限公司。,
    1997年4月,经中国证监会批准,公司向社会公开发行4,000万元人民币普通股并在深圳证券交易所上市挂牌交易。,
    根据公司1999年度股东大会决议,并经吉林省经济贸易委员会、吉林省经济体制改革委员会、吉林省工商行政管理局以吉经贸企联字(1999)第518号文件批准,公司名称由原""通化金马药业股份有限公司""变更为""通化金马药业集团股份有限公司"",并于2001年1月12日完成通化金马药业集团股份有限公司的工商注册登记。","Tonghua Golden-horse Pharmaceutical Industry Co.,ltd.",通化金马(000766),通化金马药业集团股份有限公司,1997-04-30,1993-02-26,民营相对控股企业,其它,7.23,"合剂、颗粒剂、硬胶囊剂、片剂、小容量注射剂、口服溶液剂、糖浆剂、栓剂、丸剂(浓缩丸、糊丸);中药材的种植、研究;中药饮片、药品、保健品的研发、销售;医疗器械的研究、开发;医疗项目投资。(依法须经批准的项目,经相关部门批准后方可开展经营活动)。",深圳证券交易所
安信证券股份有限公司,"    公司系经广东省对外贸易经济合作厅以粤外经贸字[2008]1401号批准,由中顺纸业有限整体变更设立的外商投资股份有限公司。","C&S Paper Co.,Ltd.",中顺洁柔(002511),中顺洁柔纸业股份有限公司,2010-11-25,1999-05-28,民营相对控股企业,其它,38.00,"生产、加工和销售高档生活用纸系列产品。产品国内外销售。从事浆板进出口业务(不涉及国营贸易管理商品,涉及配额及许可证管理商品的,按国家有关规定办理申请)。",深圳证券交易所
国信证券股份有限公司,"    公司是由共达有限整体变更设立的股份有限公司。山东省对外贸易经济合作厅于2008年8月25日作出了(鲁外经贸外资字〔2008〕743号),批准共达有限整体变更为股份有限公司。2008年9月17日,公司从山东省工商行政管理局领取了。公司由共达有限以整体变更方式设立,原有限责任公司的股东即为公司的发起人,即潍坊高科、镇贤实业、华逸投资、福暐公司、福匡公司、晟达投资、金达投资和荣大投资八名法人股东。","Shandong Gettop Acoustic Co.,Ltd.",共达电声(002655),山东共达电声股份有限公司,2012-02-17,2001-04-10,民营相对控股企业,其它,11.00,"研发、生产和销售声学器件、半导体类微机电产品,高精度电子产品模具,电子产品自动化生产设备,与手机、汽车、电脑相关的电声组件或其他衍生产品;与以上技术、产品相关的解决方案和服务;进出口业务(不含分销)。",深圳证券交易所
高盛高华证券有限责任公司,"宁波银行股份有限公司系根据国务院《关于组建城市合作银行的通知》(国发[1995]25号)精神，经中国人民银行《关于宁波市开展城市合作银行组建工作的复函》(银函[1996]167号)批准设立的股份制商业银行，1997年4月10日取得宁波市工商行政管理局注册号为25410602-4的企业法人营业执照。本行原名宁波城市合作银行，1998年6月2日经中国人民银行浙江省分行批准，中国人民银行宁波市分行下发文件《关于同意宁波城市合作银行更名为宁波市商业银行的批复》(甬银复字(1998)第99号)，更名为宁波市商业银行股份有限公司，1998年6月5日取得宁波市工商行政管理局颁发的变更后的企业法人营业执照。2007年4月13日，经银监会批准，本行更名为""宁波银行股份有限公司""。","Bank of Ningbo Co.,Ltd.",宁波银行(002142),宁波银行股份有限公司,2007-07-19,1997-04-10,民营相对控股企业,城市商业银行,9.20,吸收公众存款；发放短期、中期和长期贷款；办理国内外结算；办理票据承兑与贴现；发行金融债券；代理发行、代理兑付、承销政府债券；买卖政府债券、金融债券；从事同业拆借；从事银行卡业务；提供信用证服务及担保；代理收付款项及代理保险业务；提供保管箱服务；经中国银行业监督管理机构、中国人民银行和国家外汇管理机关批准的其他业务。,深圳证券交易所
江苏省证券公司,"    公司是1994年6月27日经江苏省经济体制改革委员会苏体改生(1994)72号文批准,以定向募集方式设立的股份有限公司。公司注册资本为人民币5000万元,营业执照注册号:3200001103275。1996年11月6日首次上网定价发行股票。,
    2016年10月25日,公司名称由""连云港如意集团股份有限公司""变更为""远大产业控股股份有限公司"";英文名称由""Lianyungang Ideal Group Co.,Ltd.""变更为""Grand Industrial Holding Co.,Ltd.""。","Grand Industrial Holding Co.,Ltd.",远大控股(000626),远大产业控股股份有限公司,1996-11-28,1994-06-27,民营相对控股企业,其它,3.88,"实业投资,自营和代理各类商品和技术的进出口业务,国内贸易,自营房屋及场地租赁。",深圳证券交易所
招商证券股份有限公司,"    成都市路桥工程股份有限公司是于2004年3月经成都市经济体制改革办公室""成体改[2004]19号""文批复,由公司前身成都市路桥工程公司(股份合作制)(成立于2000年9月27日)在股份合作制的基础上,以整体改制的方式,由郑渝力等352名自然人共同出资以发起设立方式组建的股份有限公司。","Chengdu Road & Bridge Engineering Co.,ltd.",成都路桥(002628),成都市路桥工程股份有限公司,2011-11-03,2000-09-27,民营企业,其它,20.00,"公路、桥梁、隧道、市政工程、给排水工程、交通安全设施、机电通讯、绿化、公路维护保养;项目投资及项目建设管理服务;工程机械、建筑材料租赁,工程机械、车辆维修;生产出售商品混凝土,商品砂浆和提供混凝土运输和泵送服务。承包境外公路工程及境内国际招标工程及所需设备材料出口、对外派遣实施上述境外工程所需的劳务人员。房屋建筑施工、勘测设计。",深圳证券交易所
中信证券股份有限公司,"    公司的前身是武汉市三特电气研究所。该所是1989年3月7日经武汉市人民政府东湖新技术开发区管理办公室武新管二字(1989)7号文批准,于1989年3月31日在武汉市工商行政管理局注册成立的独立核算、自负盈亏的民办集体所有制经济实体。,
    1989年8月2日,武汉市经济体制改革委员会武体改[1989]31号文,同意武汉市三特电气研究所试行股份制、更名为武汉市三特电气股份有限公司。,
    1992年1月15日,公司在武汉市工商行政管理局办理了工商变更登记手续,同时公司更名为武汉三特企业股份有限公司。,
    1993年5月10日,公司在武汉市工商行政管理局办理了工商变更登记手续,公司更名为武汉三特企业(集团)股份有限公司。,
    1998年4月6日,公司召开临时股东大会,会议依照及对公司章程进行了修改,并决议将公司名称变更为武汉三特索道集团股份有限公司。","Wuhan Sante Cableways Group Co.,Ltd.",三特索道(002159),武汉三特索道集团股份有限公司,2007-08-17,1989-09-05,民营企业,其它,5.68,"机电一体化客运索道及配套设备的开发、研制、设计、投资建设、经营;计算机及配件、文化办公机械、通信产品零售兼批发;工艺美术品制造、销售;房地产开发及商品房销售(B,需持有效证件经营)。",深圳证券交易所
